stateno	state	year	totpop	rpcpinc	sgenexp	stotrev	stltdebt	dmajdgov	dmajrgov	rmajdgov	rmajrgov	nmajdgov	nmajrgov	othergov	_merge	ideology	religion	adopted	statutry	constnl	indstat	indconst	referend	sigstat	sigconst	sigindst	sigindc	sigref	singlsub	contrest	judicrev	adminrev	legisrev	postrest	fedtribe	nonfedtr	init	sigs	sigsq	invsigs	indgam	adopt_ig	casino	adopt_cg	cardtab	adopt_ct	initideo	noinideo	initrel	noinrel	deficit	debt	drpcpinc	divgov	inittrib	unified	south	lnftribe	initlnft	pl280	calif	dur_ig	spline1	spline2	spline3	_t_ig0	_t_ig1	_t_ig2	_t_ig3	_t_ig4	_t_ig5	_t_ig6	_t_ig7	_t_ig8	_t_ig9	_t_ig10	nbrs_cg1	nbrs_cg3	nbrs_cg2	nbrs_cg4	nbrs_ig1	nbrs_ig3	nbrs_ig2	nbrs_ig4	nbrs_ct1	nbrs_ct3	nbors	nbrs_ct2	nbrs_ct4	nbrs	source_count
31	"NM"	1994	1.659000039100647	18.257110595703125	5190	5376	1597	0	1	0	0	0	0	0	3	-16	16.5	1911	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	21	2	0	0	0	0	0	0	0	0	0	0	0	-16	0	16.5	-0.03583814948797226	0.30770713090896606	0.02256254106760025	1	0	0	0	3.0910425186157227	0	0	0	5	-48.5	-74	-37.5	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	4
32	"NY"	1994	18.19700050354004	27.952775955200195	61558	62986	59219	0	0	0	0	0	1	0	3	-3.0999999046325684	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1		0	0	0	0	0	-3.0999999046325684	0	2	-0.023197634145617485	0.9620032906532288	0.02648759074509144	1	0	0	0	2.3025851249694824	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	5
33	"NC"	1994	7.078999996185303	20.932268142700195	15495	16370	4002	0	0	0	0	1	0	0	3	-20.700000762939453	28.600000381469727		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	1	1	0	0	0	0	0	-20.700000762939453	0	28.600000381469727	-0.05646982789039612	0.2582768499851227	0.026302315294742584	1	0	0	1	0.6931471824645996	0	0	0	5	-48.5	-74	-37.5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
34	"ND"	1994	0.6399999856948853	18.420368194580078	1919	2010	830	0	0	0	1	0	0	0	3	-26.600000381469727	7.900000095367432	1914	1	1	0	0	1	2	4	0	0	2	0	0	0	0	0	1	5	1	1	2	4	0.32151272892951965	1		0	0	0	0	-26.600000381469727	0	7.900000095367432	0	-0.04742053151130676	0.4325169324874878	0.07578883320093155	0	5	1	0	1.7917594909667969	1.7917594909667969	0	0					0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	1	0	0	0	0	3	4
35	"OH"	1994	11.097000122070312	22.150876998901367	25038	24483	12486	0	0	0	1	0	0	0	3	-10.100000381469727	6.800000190734863	1912	0	1	1	0	1	0	10	6	0	6	1	1	0	0	0	0	0	4	1	10	100	0.931109607219696	0	0	0	0	0	0	-10.100000381469727	0	6.800000190734863	0	0.022166308015584946	0.4986819922924042	0.03336026892066002	0	0	1	0	0	0	0	0	5	-48.5	-74	-37.5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	4
36	"OK"	1994	3.253999948501587	18.785070419311523	7058	7275	3919	0	1	0	0	0	0	0	3	-27.299999237060547	33.099998474121094	1907	1	1	0	0	1	8	15	0	0	5	1	0	0	0	0	0	33	2	1	8	64	0.8700616359710693	1	1	0	0	0	0	-27.299999237060547	0	33.099998474121094	0	-0.0307452529668808	0.5552564263343811	0.01759088970720768	1	33	0	0	3.526360511779785	3.526360511779785	0	0	5	-48.5	-74	-37.5	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	5
37	"OR"	1994	3.0940001010894775	21.90519905090332	7685	7772	5821	0	0	0	0	1	0	0	3	-7.900000095367432	10.5	1902	1	1	0	0	1	6	8	0	0	4	1	0	0	1	0	0	11	5	1	6	36	0.7615941762924194	1		0	0	0	0	-7.900000095367432	0	10.5	0	-0.011320754885673523	0.7574495673179626	0.03529033064842224	1	11	0	0	2.4849066734313965	2.4849066734313965	1	0					0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	2	0	0	0	0	4	5
38	"PA"	1994	12.057999610900879	23.75288963317871	28705	29912	12989	0	0	0	1	0	0	0	3	-10.600000381469727	2.5		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-10.600000381469727	0	2.5	-0.04204842448234558	0.4524995684623718	0.021120596677064896	0	0	1	0	0	0	0	0	5	-48.5	-74	-37.5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1
39	"RI"	1994	0.9959999918937683	23.895591735839844	3539	3018	5147	0	1	0	0	0	0	0	3	-2.0999999046325684	3.5		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	-2.0999999046325684	0	3.5	0.14721672236919403	1.454365611076355	0.025599690154194832	1	0	0	0	0.6931471824645996	0	0	0	5	-48.5	-74	-37.5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3
40	"SC"	1994	3.6429998874664307	18.783143997192383	8793	8429	4901	0	0	0	0	0	1	0	3	-21.399999618530273	32.099998474121094		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	-21.399999618530273	0	32.099998474121094	0.04139656573534012	0.5573751926422119	0.01822538487613201	1	0	0	1	1.0986123085021973	0	0	0	5	-48.5	-74	-37.5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
41	"SD"	1994	0.7239999771118164	19.652856826782227	1604	1591	1818	0	0	0	1	0	0	0	3	-24.100000381469727	9.199999809265137	1898	1	1	0	0	1	5	10	0	0	5	0	0	0	0	0	0	6	0	1	5	25	0.6822617650032043	1		1		0	0	-24.100000381469727	0	9.199999809265137	0	0.008104737848043442	1.1334164142608643	0.057153504341840744	0	6	1	0	1.945910096168518	1.945910096168518	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	2	0	1	0	0	0	0	5	6
42	"TN"	1994	5.175000190734863	20.534685134887695	10288	10135	2632	0	1	0	0	0	0	0	3	-16.600000381469727	31.899999618530273		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	-16.600000381469727	0	31.899999618530273	0.014871695078909397	0.2558320462703705	0.020269708707928658	1	0	0	1	0	0	0	0	5	-48.5	-74	-37.5	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	4
43	"TX"	1994	18.43400001525879	21.189233779907227	35111	35688	8684	0	1	0	0	0	0	0	3	-23.200000762939453	24.399999618530273		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	-23.200000762939453	0	24.399999618530273	-0.01643359661102295	0.24732989072799683	0.01799963228404522	1	0	0	1	1.3862943649291992	0	0	0	5	-48.5	-74	-37.5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	6
44	"UT"	1994	1.909999966621399	18.322473526000977	4370	4437	2193	0	0	0	1	0	0	0	3	-28	76.30000305175781	1900	1	0	1	0	1	10	0	10	0	10	0	0	1	0	0	0	3	3	1	10	100	0.931109607219696	0	0	0	0	0	0	-28	0	76.30000305175781	0	-0.015331807546317577	0.5018306374549866	0.03954990208148956	0	3	1	0	1.3862943649291992	1.3862943649291992	0	0	5	-48.5	-74	-37.5	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	4	1
45	"VT"	1994	0.5809999704360962	21.73082160949707	1696	1742	1419	0	0	0	0	1	0	0	3	-11.399999618530273	3.4000000953674316		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	-11.399999618530273	0	3.4000000953674316	-0.02712264098227024	0.8366745114326477	0.019001848995685577	1	0	0	0	0	0	0	0	5	-48.5	-74	-37.5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	4
46	"VA"	1994	6.550000190734863	24.048038482666016	13398	13973	7438	0	1	0	0	0	0	0	3	-17.899999618530273	17.799999237060547		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	-17.899999618530273	0	17.799999237060547	-0.04291685298085213	0.555157482624054	0.020005809143185616	1	0	0	1	0	0	0	0	5	-48.5	-74	-37.5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
47	"WA"	1994	5.35099983215332	24.33465003967285	15141	14587	7848	0	0	0	0	1	0	0	3	-5.900000095367432	6.699999809265137	1912	1	0	1	0	1	8	0	8	0	4	1	0	0	1	0	1	29	9	1	8	64	0.8700616359710693	1		0	0	1		-5.900000095367432	0	6.699999809265137	0	0.03658939152956009	0.5183277130126953	0.026387078687548637	1	29	0	0	3.4011974334716797	3.4011974334716797	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	4
48	"WV"	1994	1.8220000267028809	18.326175689697266	4833	5016	2684	1	0	0	0	0	0	0	3	-9.199999809265137	15.5		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9.199999809265137	0	15.5	-0.03786468133330345	0.5553486347198486	0.041046276688575745	0	0	1	0	0	0	0	0	5	-48.5	-74	-37.5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
49	"WI"	1994	5.084000110626221	22.193925857543945	13272	13610	7674	0	0	0	1	0	0	0	3	-10.5	7.400000095367432		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	1		0	0	0	0	0	-10.5	0	7.400000095367432	-0.025467148050665855	0.5782097578048706	0.03164037689566612	0	0	1	0	2.397895336151123	0	1	0					0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	2	0	0	0	0	0	3	5
50	"WY"	1994	0.47600001096725464	22.095617294311523	1657	1851	781	0	0	0	1	0	0	0	3	-17.799999237060547	17.5	1968	0	0	1	0	1	15	0	0	0	15	1	1	0	0	0	1	2	0	1	15	225	0.9866142868995667	0	0	0	0	0	0	-17.799999237060547	0	17.5	0	-0.11707905679941177	0.47133374214172363	0.03251948580145836	0	2	1	0	1.0986123085021973	1.0986123085021973	0	0	5	-48.5	-74	-37.5	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	5	0	0	0	1	0	0	0	0	5	4
1	"AL"	1995	4.263999938964844	19.754032135009766	9922	10014	3854	0	1	0	0	0	0	0	3	-23.100000381469727	33.900001525878906		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	-23.100000381469727	0	33.900001525878906	-0.009272323921322823	0.38842976093292236	0.03510933741927147	1	0	0	1	0.6931471824645996	0	0	0	6	-69.39999389648438	-121.60000610351562	-64.80000305175781	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	4
2	"AK"	1995		24.723384857177734	5256	0	0	0	0	1	0	0	0	0	3			1956	0	0	1	0	1	0	0	10	0	10	1	1	0	1	0	1			1	10	100	0.931109607219696	0	0	0	0	0	0					1	0	-0.029595443978905678	1		0	0			1	0	6	-69.39999389648438	-121.60000610351562	-64.80000305175781	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
3	"AZ"	1995	4.304999828338623	20.640350341796875	9530	9707	3170	0	0	0	1	0	0	0	3	-18.200000762939453	14.199999809265137	1911	1	1	0	0	1	10	15	0	0	5	1	0	0	0	0	0	19	2	1	10	100	0.931109607219696	1		0	0	0	0	-18.200000762939453	0	14.199999809265137	0	-0.01857292838394642	0.3326337933540344	0.017157234251499176	0	19	1	0	2.995732307434082	2.995732307434082	0	0					0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	1	0	0	0	0	3	7
4	"AR"	1995	2.484999895095825	18.60346031188965	5642	5983	1812	1	0	0	0	0	0	0	3	-18.299999237060547	29.600000381469727	1910	1	1	0	0	1	8	10	0	0	6	0	0	1	1	0	1	1	0	1	8	64	0.8700616359710693	0	0	0	0	0	0	-18.299999237060547	0	29.600000381469727	0	-0.06043956056237221	0.32116270065307617	0.03977179527282715	0	1	1	1	0.6931471824645996	0.6931471824645996	0	0	6	-69.39999389648438	-121.60000610351562	-64.80000305175781	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	2	0	1	0	0	0	0	0	0	3	2
5	"CA"	1995	31.565000534057617	24.77068328857422	91377	89752	48121	0	0	0	0	0	1	0	3	-6.199999809265137	6.800000190734863	1911	1	1	0	0	1	5	8	0	0	5	1	0	0	0	1	0	95	36	1	5	25	0.6822617650032043	1		0	0	1		-6.199999809265137	0	6.800000190734863	0	0.01778346858918667	0.5266205072402954	0.022172139957547188	1	95	0	0	4.564348220825195	4.564348220825195	1	1					0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	3	8
6	"CO"	1995	3.747999906539917	24.629817962646484	7652	8035	3263	0	0	1	0	0	0	0	3	-8.600000381469727	9.800000190734863	1912	1	1	0	0	1	5	5	0	0	5	1	0	0	1	0	0	2	1	1	5	25	0.6822617650032043	1		1		0	0	-8.600000381469727	0	9.800000190734863	0	-0.05005227401852608	0.42642447352409363	0.02724975161254406	1	2	0	0	1.0986123085021973	1.0986123085021973	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	7
7	"CT"	1995	3.2709999084472656	32.71157455444336	11207	11287	13599	0	0	0	0	0	1	0	3	-4.400000095367432	2.200000047683716		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	1		0	0	0	0	0	-4.400000095367432	0	2.200000047683716	-0.007138395681977272	1.2134380340576172	0.0682244598865509	1	0	0	0	1.0986123085021973	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	6
8	"DE"	1995	0.7170000076293945	27.020414352416992	2389	2824	3397	0	0	0	0	1	0	0	3	-12.199999809265137	2.799999952316284		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-12.199999809265137	0	2.799999952316284	-0.1820845603942871	1.421933889389038	0.11273407191038132	1	0	0	0	0	0	0	0	6	-69.39999389648438	-121.60000610351562	-64.80000305175781	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6
9	"FL"	1995	14.184000015258789	23.67974853515625	29991	29484	14565	0	0	0	0	1	0	0	3	-17.100000381469727	15.300000190734863	1972	0	1	0	0	0	0	8	0	0	0	1	0	1	0	0	0	2	5	1	8	64	0.8700616359710693	0	0	0	0	0	0	-17.100000381469727	0	15.300000190734863	0	0.01690507121384144	0.48564568161964417	0.016061287373304367	1	2	0	1	1.0986123085021973	1.0986123085021973	0	0	6	-69.39999389648438	-121.60000610351562	-64.80000305175781	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
10	"GA"	1995	7.209000110626221	22.330734252929688	15643	15530	5174	1	0	0	0	0	0	0	3	-17.700000762939453	31.200000762939453		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	-17.700000762939453	0	31.200000762939453	0.007223678287118673	0.33075496554374695	0.033650003373622894	0	0	1	1	0	0	0	0	6	-69.39999389648438	-121.60000610351562	-64.80000305175781	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3
11	"HI"	1995	1.1790000200271606	25.447248458862305	5261	5057	5146	1	0	0	0	0	0	0	3				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0					0.03877589851617813	0.9781410098075867	-0.20392636954784393	0		1	0			0	0	6	-69.39999389648438	-121.60000610351562	-64.80000305175781	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
12	"ID"	1995	1.1660000085830688	19.392099380493164	2650	2845	1281	0	0	0	1	0	0	0	3	-27.899999618530273	34.79999923706055	1912	1	0	0	0	1	6	0	0	0	10	1	0	0	1	0	0	5	1	1	6	36	0.7615941762924194	1		0	0	0	0	-27.899999618530273	0	34.79999923706055	0	-0.0735849067568779	0.4833962321281433	-0.013730112463235855	0	5	1	0	1.7917594909667969	1.7917594909667969	0	0					0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	2	0	0	0	0	4	3
13	"IL"	1995	11.789999961853027	26.02407455444336	26058	26595	20355	0	0	0	1	0	0	0	3	-10.100000381469727	8.600000381469727	1970	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	8	64	0.8700616359710693	0	0	1		0	0	-10.100000381469727	0	8.600000381469727	0	-0.020607875660061836	0.7811420559883118	0.031260766088962555	0	0	1	0	0	0	0	0	6	-69.39999389648438	-121.60000610351562	-64.80000305175781	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	1	0	2	0	0	0	0	0	0	3	3
14	"IN"	1995	5.796999931335449	22.06237030029297	14337	14486	5572	0	0	1	0	0	0	0	3	-16.700000762939453	12.899999618530273		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1		0	0	0	-16.700000762939453	0	12.899999618530273	-0.01039269007742405	0.3886447548866272	0.028181159868836403	1	0	0	0	0	0	0	0	6	-69.39999389648438	-121.60000610351562	-64.80000305175781	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	5
15	"IA"	1995	2.8429999351501465	21.500965118408203	7916	7619	1990	0	0	0	0	0	1	0	3	-13.5	8.600000381469727		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1		1		0	0	0	-13.5	0	8.600000381469727	0.0375189483165741	0.25138959288597107	0.05596551671624184	1	0	0	0	0.6931471824645996	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	2	0	0	0	0	0	4	5
16	"KS"	1995	2.563999891281128	22.471599578857422	6092	6463	1103	0	0	0	1	0	0	0	3	-15.899999618530273	12.5		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	1	1	0	0	0	0	0	-15.899999618530273	0	12.5	-0.06089954078197479	0.1810571253299713	0.02342243865132332	0	0	1	0	1.6094379425048828	0	0	0	6	-69.39999389648438	-121.60000610351562	-64.80000305175781	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	3	6
17	"KY"	1995	3.8570001125335693	19.398269653320312	9559	10099	6744	1	0	0	0	0	0	0	3	-13.199999809265137	31.399999618530273	1910	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-13.199999809265137	0	31.399999618530273	-0.05649126321077347	0.7055131196975708	0.0076089720241725445	0	0	1	0	0	0	0	0	6	-69.39999389648438	-121.60000610351562	-64.80000305175781	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	3
18	"LA"	1995	4.3379998207092285	19.53605079650879	11786	11847	8782	0	1	0	0	0	0	0	3	-23	18.399999618530273		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	1		1		0	0	0	-23	0	18.399999618530273	-0.005175631958991289	0.7451213598251343	0.0466914027929306	1	0	0	1	1.7917594909667969	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	7
19	"ME"	1995	1.2389999628067017	20.718494415283203	3450	3534	2993	0	0	0	0	0	0	1	3	-14.699999809265137	6	1908	0	0	1	0	1	0	0	10	0	10	0	0	0	0	0	0	4	0	1	10	100	0.931109607219696	0	0	0	0	0	0	-14.699999809265137	0	6	0	-0.024347826838493347	0.8675362467765808	-0.006192690227180719	1	4	0	0	1.6094379425048828	1.6094379425048828	0	0	6	-69.39999389648438	-121.60000610351562	-64.80000305175781	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
20	"MD"	1995	5.039000034332275	27.095474243164062	11800	12870	9130	1	0	0	0	0	0	0	3	-5.699999809265137	5.599999904632568	1915	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	-5.699999809265137	0	5.599999904632568	-0.09067796915769577	0.7737287878990173	0.020544245839118958	0	0	1	0	0	0	0	0	6	-69.39999389648438	-121.60000610351562	-64.80000305175781	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3
21	"MA"	1995	6.071000099182129	28.822872161865234	20428	20346	26681	0	1	0	0	0	0	0	3	-0.800000011920929	2.200000047683716	1918	0	0	1	1	1	0	0	3.5	3	0	0	1	0	1	0	0	1	4	1	3.5	12.25	0.5250839591026306	0	0	0	0	0	0	-0.800000011920929	0	2.200000047683716	0	0.004014098085463047	1.3060994148254395	0.0454363115131855	1	1	0	0	0.6931471824645996	0.6931471824645996	0	0	6	-69.39999389648438	-121.60000610351562	-64.80000305175781	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	5
22	"MI"	1995	9.538000106811523	24.618507385253906	25862	27050	11505	0	0	0	1	0	0	0	3	-8.800000190734863	6.5	1908	0	1	1	0	1	0	10	8	0	5	0	0	0	0	0	1	12	4	1	10	100	0.931109607219696	1		0	0	0	0	-8.800000190734863	0	6.5	0	-0.04593612253665924	0.44486117362976074	0.03405904024839401	0	12	1	0	2.5649492740631104	2.5649492740631104	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	2	10
23	"MN"	1995	4.614999771118164	24.619535446166992	13952	14212	4351	0	1	0	0	0	0	0	3	-12.800000190734863	7		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	0	0	0	0	1		0	0	0	0	0	-12.800000190734863	0	7	-0.018635321408510208	0.31185492873191833	0.05206331983208656	1	0	0	0	2.397895336151123	0	1	0					0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	2	0	0	0	0	0	5	3
24	"MS"	1995	2.696000099182129	17.160877227783203	6177	6607	2086	0	1	0	0	0	0	0	3	-25.399999618530273	33	1992	0	0	0	1	0	0	0	0	12	0	0	1	0	1	0	0	1	1	1	12	144	0.9640275835990906	1		1		0	0	-25.399999618530273	0	33	0	-0.06961308419704437	0.3377043902873993	0.031394023448228836	1	1	0	1	0.6931471824645996	0.6931471824645996	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	2
25	"MO"	1995	5.318999767303467	22.452062606811523	10590	11345	6512	0	0	1	0	0	0	0	3	-15.5	21	1908	1	1	0	0	1	5	8	0	0	5	1	1	1	0	0	0	1	1	1	5	25	0.6822617650032043	0	0	1		0	0	-15.5	0	21	0	-0.0712936744093895	0.6149197220802307	0.018952511250972748	1	1	0	0	0.6931471824645996	0.6931471824645996	0	0	6	-69.39999389648438	-121.60000610351562	-64.80000305175781	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	2	0	1	0	0	0	0	0	0	3	6
26	"MT"	1995	0.8700000047683716	18.963335037231445	2393	2518	2108	0	0	0	1	0	0	0	3	-11.100000381469727	8.5	1904	1	1	0	0	1	5	10	0	0	5	1	1	1	1	0	0	7	2	1	5	25	0.6822617650032043	1		0	0	1		-11.100000381469727	0	8.5	0	-0.052235689014196396	0.8809026479721069	-0.01294222567230463	0	7	1	0	2.079441547393799	2.079441547393799	0	0					0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	3	4
27	"NE"	1995	1.6390000581741333	22.055171966552734	3887	4027	1468	0	0	0	0	0	0	1	3	-18.700000762939453	11.300000190734863	1912	1	1	0	0	1	7	10	0	0	5	1	1	1	1	0	0	4	0	1	7	49	0.8232006430625916	1		0	0	0	0	-18.700000762939453	0	11.300000190734863	0	-0.03601749241352081	0.37766915559768677	0.015378201380372047	1	4	0	0	1.6094379425048828	1.6094379425048828	1	0					0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	2	0	1	0	0	0	0	0	0	3	5
28	"NV"	1995	1.5329999923706055	25.02259635925293	3404	3460	1685	0	0	0	0	1	0	0	3	-0.20000000298023224		1905	0	1	1	0	1	0	10	10	0	10	0	1	0	0	0	1	21	1	1	10	100	0.931109607219696	1		1		0	0	-0.20000000298023224	0			-0.016451233997941017	0.49500587582588196	-0.03263472765684128	1	21	0	0	3.0910425186157227	3.0910425186157227	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	4	2
29	"NH"	1995	1.1480000019073486	26.308889389038086	2797	2649	5651	0	0	0	1	0	0	0	3	-12.800000190734863	3.4000000953674316		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-12.800000190734863	0	3.4000000953674316	0.052913837134838104	2.020379066467285	0.05102119222283363	0	0	1	0	0	0	0	0	6	-69.39999389648438	-121.60000610351562	-64.80000305175781	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
30	"NJ"	1995	7.949999809265137	30.6746826171875	24432	24029	22894	0	0	0	1	0	0	0	3	-3.4000000953674316	2.0999999046325684		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1		0	0	0	-3.4000000953674316	0	2.0999999046325684	0.016494760289788246	0.9370497465133667	0.026935528963804245	0	0	1	0	0	0	0	0	6	-69.39999389648438	-121.60000610351562	-64.80000305175781	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	7
31	"NM"	1995	1.690000057220459	18.6702938079834	5570	5799	1735	0	1	0	0	0	0	0	3	-16	16.5	1911	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	21	2	0	0	0	0	1	1	0	0	0	0	0	-16	0	16.5	-0.04111310467123985	0.31149011850357056	0.022631358355283737	1	0	0	0	3.0910425186157227	0	0	0	6	-69.39999389648438	-121.60000610351562	-64.80000305175781	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	3	7
