st	year	percentsmokers	tobaccolobby	healthorgslobby	production	govideolbrfh	yadatecensus	restcensus	wp_publiccensus	govbuildings	restaurants	outofpackage	neigovbuildings	neirestaurant	neioutofpackage	dvgovbuild	dvrest	dvoutpack	toblobbyratio	healthlobbyratio	ugovdem	ugovrep	psphealth	proddum	synar1	yacens_healthorgslobby	gbcens_healthorgslobby	restcens_healthorgslobby	rslsal	rslsalgbl	rslsalrestl	rslsalyal	profess	professgbl	professrl	professyal	policynum	pooleddv	poolednei	pooledcensus	pooledlocalrslsal	pooledlocalhealth	styr	pooledlocalprof	synar1ya	state
15	1989	23.2	0	0	0	52.07	0.0	0.021526828	0.0	1	0	0	0.5	0.5	0.0		0.0	0.0	0.009966778	0.09800664	0.0	0.0	0.017553564	0.0	0.0	0.0	0.0	0.0	23.057402	0.0	0.49635273	0.0	0.225	0.0	0.0048435363	0.0	3	0.0	0.0	0.0	0.0	0.0	151989.0	0.0	0.0	"IA"
16	1989	23.0	0	0	0	16.22	0.048767958	0.12051533	0.12051533	1	1	0	0.5	0.5	0.0			0.0	0.011363637	0.06818182	0.0	1.0	0.023256395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.152	0.018318329	0.018318329	0.0074127293	3	0.0	0.0	0.048767958	0.0	0.0	161989.0	0.0074127293	0.0	"KS"
17	1989	30.9	0	2	0.18327549999999998	64.0	0.0	0.0	0.0	0	0	0	0.2857143	0.0	0.0	0.0	0.0	0.0	0.010920437	0.054602183	1.0	0.0	0.026051244	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	171989.0	0.0	0.0	"KY"
18	1989	25.6	0	0	0	48.5	0.0	0.11770204	0.11770204	0	0	0	0.33333334	0.0	0.33333334	0.0	0.0	0.0	0.0123893805	0.028318584	1.0	0.0	0.023930231	0.0	0.0	0.0	0.0	0.0	23.3352	2.7466004	2.7466004	0.0	0.185	0.021774877	0.021774877	0.0	3	0.0	0.33333334	0.0	0.0	0.0	181989.0	0.0	0.0	"LA"
19	1989	27.6	0	2	0	61.09	0.0	0.0	0.0	1	1	1	1.0	1.0	0.0			1.0	0.036	0.056	0.0	0.0	0.033033643	0.0	0.0	0.0	0.0	0.0	9.1674	0.0	0.0	0.0	0.161	0.0	0.0	0.0	3	1.0	0.0	0.0	0.0	0.0	191989.0	0.0	0.0	"ME"
20	1989	22.8	0	0	0.0040514999999999995	78.69	0.007912571	0.008275884	0.008275884	0	0	0	0.25	0.25	0.0	0.0	0.0	0.0	0.01632653	0.10612245	1.0	0.0	0.048498254	1.0	0.0	0.0	0.0	0.0	34.725002	0.2873801	0.2873801	0.27476403	0.204	0.0016882804	0.0016882804	0.0016141643	3	0.0	0.0	0.007912571	0.27476403	0.0	201989.0	0.0016141643	0.0	"MD"
21	1989	23.7	0	2	0.000373	92.88	0.15006848	0.09485272	0.06224385	1	1	0	0.8	0.6	0.0			0.0	0.012567325	0.1005386	1.0	0.0	0.046592712	1.0	0.0	0.30013695	0.1244877	0.18970545	41.670002	2.5937014	3.9525132	6.2533536	0.614	0.038217723	0.058239575	0.092142045	3	0.0	0.0	0.15006848	6.2533536	0.30013695	211989.0	0.092142045	0.0	"MA"
22	1989	28.3	0	1	0	75.49	0.009587843	0.0	0.0	1	1	0	1.0	0.33333334	0.0			0.0	0.01375	0.29375	0.0	0.0	0.069360845	0.0	0.0	0.009587843	0.0	0.0	63.060604	0.0	0.0	0.60461515	0.653	0.0	0.0	0.0062608616	3	0.0	0.0	0.009587843	0.60461515	0.009587843	221989.0	0.0062608616	0.0	"MI"
23	1989	21.5	0	0	0	84.29	0.04517619	0.0	0.0	1	1	0	0.75	0.5	0.25			0.0	0.01846381	0.046528805	1.0	0.0	0.027156001	0.0	0.0	0.0	0.0	0.0	36.6696	0.0	0.0	1.6565928	0.199	0.0	0.0	0.0089900615	3	0.0	0.25	0.04517619	1.6565928	0.0	231989.0	0.0089900615	0.0	"MN"
24	1989	24.8	0	0	0	46.38	0.0	0.0	0.0	0	0	0	0.25	0.0	0.0	0.0	0.0	0.0	0.015686275	0.07058824	1.0	0.0	0.029161712	0.0	0.0	0.0	0.0	0.0	13.89	0.0	0.0	0.0	0.16	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	241989.0	0.0	0.0	"MS"
25	1989	26.4	0	2	0.002725	46.36	0.00814872	0.14822532	0.14822532	0	0	0	0.625	0.375	0.0	0.0	0.0	0.0	0.006422925	0.0993083	0.0	0.0	0.035658676	1.0	0.0	0.01629744	0.29645064	0.29645064	31.113602	4.6118236	4.6118236	0.25353602	0.297	0.044022918	0.044022918	0.0024201695	3	0.0	0.0	0.00814872	0.25353602	0.01629744	251989.0	0.0024201695	0.0	"MO"
26	1989	21.1	0	1	0	20.18	0.0	0.0	0.0	1	1	0	0.25	0.5	0.25			0.0	0.012135922	0.053398058	0.0	0.0	0.037818596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	3	0.0	0.25	0.0	0.0	0.0	261989.0	0.0	0.0	"MT"
27	1989	23.1	0	0	0	33.13	0.0	0.0	0.0	1	1	0	0.33333334	0.16666667	0.0			0.0	0.015957447	0.10372341			0.03396596	0.0	0.0	0.0	0.0	0.0	16.668001	0.0	0.0	0.0	0.186	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	271989.0	0.0	0.0	"NE"
28	1989	30.6	0	1	0	57.88	0.0	0.0	0.0	1	1	0	0.8	0.6	0.0			0.0	0.011764706	0.05210084	0.0	0.0	0.020458149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	281989.0	0.0	0.0	"NV"
29	1989	25.4	0	1	0	14.38	0.0	0.07192696	0.0	1	1	0	1.0	0.6666667	0.0			0.0	0.021052632	0.1	0.0	1.0	0.055779457	0.0	0.0	0.0	0.0	0.07192696	0.13890001	0.0	0.009990656	0.0	0.042	0.0	0.0030209322	0.0	3	0.0	0.0	0.0	0.0	0.0	291989.0	0.0	0.0	"NH"
30	1989	22.5	0	0	0	54.66	0.0	0.0	0.0	1	1	0	0.33333334	0.33333334	0.0			0.0	0.022222223	0.24444444	0.0	0.0	0.029627495	0.0	0.0	0.0	0.0	0.0	34.725002	0.0	0.0	0.0	0.255	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	301989.0	0.0	0.0	"NJ"
31	1989	23.1	0	1	0	44.71	0.0	0.2422363	0.2554376	1	0	0	0.6	0.4	0.2		0.0	0.0	0.0027347312	0.029170465	0.0	0.0	0.031770963	0.0	0.0	0.0	0.2554376	0.2422363	0.0	0.0	0.0	0.0	0.098	0.025032885	0.023739157	0.0	3	0.0	0.2	0.0	0.0	0.0	311989.0	0.0	0.0	"NM"
32	1989	23.8	2	2	0	80.43	0.018227503	0.4070126	0.42524013	1	1	0	1.0	0.8	0.0	1.0	1.0	0.0	0.004854369	0.040453073	0.0	0.0	0.035516057	0.0	0.0	0.036455005	0.85048026	0.8140252	79.8675	33.962868	32.50708	1.455785	0.659	0.28023323	0.2682213	0.012011924	3	0.0	0.0	0.018227503	1.455785	0.036455005	321989.0	0.012011924	0.0	"NY"
33	1989	27.1	2	1	0.27052800000000005	37.85	0.0	0.03323658	0.03323658	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.025390625	0.08984375	0.0	0.0	0.033887874	1.0	0.0	0.0	0.03323658	0.03323658	15.417901	0.51243836	0.51243836	0.0	0.203	0.006747026	0.006747026	0.0	3	0.0	0.0	0.0	0.0	0.0	331989.0	0.0	0.0	"NC"
34	1989	21.0	0	0	0	78.57	0.0	0.0	0.0	1	1	1	0.6666667	0.6666667	0.0				0.024390243	0.05986696	0.0	0.0	0.013245021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.0	3		0.0	0.0	0.0	0.0	341989.0	0.0	0.0	"ND"
35	1989	27.1	0	2	0.0079625	69.51	0.039264128	0.14504619	0.14504619	1	0	0	0.6	0.4	0.0		0.0	0.0	0.008994277	0.08830744	0.0	0.0	0.026855038	1.0	0.0	0.078528255	0.29009238	0.29009238	53.4765	7.7565627	7.7565627	2.099708	0.329	0.047720198	0.047720198	0.012917898	3	0.0	0.0	0.039264128	2.099708	0.078528255	351989.0	0.012917898	0.0	"OH"
36	1989	27.2	0	2	0	26.33	0.0	0.0	0.0	1	1	0	0.5	0.16666667	0.16666667			0.0	0.010224949	0.073619634	0.0	0.0	0.029888049	0.0	0.0	0.0	0.0	0.0	44.448	0.0	0.0	0.0	0.25	0.0	0.0	0.0	3	0.0	0.16666667	0.0	0.0	0.0	361989.0	0.0	0.0	"OK"
37	1989	23.6	0	2	0	85.17	0.0	0.040081985	0.040081985	1	1	1	0.75	0.75	0.0			1.0	0.012	0.048	1.0	0.0	0.0341471	0.0	0.0	0.0	0.08016397	0.08016397	16.5291	0.66251916	0.66251916	0.0	0.183	0.0073350035	0.0073350035	0.0	3	1.0	0.0	0.0	0.0	0.0	371989.0	0.0	0.0	"OR"
38	1989	27.5	0	2	0.0089625	69.57	0.0	0.031148616	0.031148616	1	1	0	0.33333334	0.16666667	0.0			0.0	0.023809524	0.2767857	0.0	0.0	0.029942289	1.0	0.0	0.0	0.062297232	0.062297232	65.283005	2.0334752	2.0334752	0.0	0.336	0.010465935	0.010465935	0.0	3	0.0	0.0	0.0	0.0	0.0	381989.0	0.0	0.0	"PA"
39	1989	26.8	0	1	0	67.0	0.0	0.0	0.0	1	1	0	1.0	1.0	0.0			0.0	0.024390243	0.039634146	0.0	0.0	0.04795898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.148	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	391989.0	0.0	0.0	"RI"
40	1989	25.7	0	2	0.051840000000000004	34.1	0.0	0.01679518	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.027190333	0.09667674	0.0	0.0	0.056046158	1.0	0.0	0.0	0.0	0.03359036	13.89	0.0	0.23328507	0.0	0.178	0.0	0.0029895422	0.0	3	0.0	0.0	0.0	0.0	0.0	401989.0	0.0	0.0	"SC"
41	1989	22.4	0	0	0	38.84	0.0	0.0	0.1457773	0	0	0	0.8333333	0.6666667	0.16666667	0.0	0.0	0.0	0.01179941	0.06784661	0.0	1.0	0.04102858	0.0	0.0	0.0	0.0	0.0	5.1393003	0.7491933	0.0	0.0	0.083	0.012099516	0.0	0.0	3	0.0	0.16666667	0.0	0.0	0.0	411989.0	0.0	0.0	"SD"
42	1989	27.6	0	1	0.039909999999999994	70.54	0.0	0.12690055	0.0	0	0	0	0.125	0.0	0.0	0.0	0.0	0.0	0.023655914	0.14838709	1.0	0.0	0.03483582	1.0	0.0	0.0	0.0	0.12690055	22.9185	0.0	2.9083705	0.0	0.135	0.0	0.017131576	0.0	3	0.0	0.0	0.0	0.0	0.0	421989.0	0.0	0.0	"TN"
43	1989	22.4	0	0	0	29.45	0.029099846	0.42549518	0.33109483	0	0	1	0.75	0.25	0.0	0.0	0.0		0.003613836	0.048528653	0.0	0.0	0.026627442	0.0	0.0	0.0	0.0	0.0	10.0008	3.3112133	4.2552924	0.29102173	0.21	0.06952991	0.089353986	0.0061109676	3		0.0	0.029099846	0.29102173	0.0	431989.0	0.0061109676	0.0	"TX"
44	1989	16.5	0	1	0	5.75	0.0	0.0	0.0	1	1	0	0.5	0.33333334	0.0			0.0	0.02862254	0.04830054	0.0	1.0	0.029368503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	441989.0	0.0	0.0	"UT"
45	1989	21.9	0	1	0	94.77	0.0	0.0	0.0	1	0	0	0.6666667	0.6666667	0.0		0.0	0.0	0.04416404	0.100946374	0.0	0.0	0.026949853	0.0	0.0	0.0	0.0	0.0	9.445201	0.0	0.0	0.0	0.145	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	451989.0	0.0	0.0	"VT"
46	1989	25.2	0	2	0.046907	57.5	0.0	0.12913394	0.024556793	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.009202454	0.043711655	1.0	0.0	0.034633856	1.0	0.0	0.0	0.049113587	0.25826788	25.002	0.61396897	3.228607	0.0	0.17	0.004174655	0.02195277	0.0	3	0.0	0.0	0.0	0.0	0.0	461989.0	0.0	0.0	"VA"
47	1989	24.4	1	0	0	81.34	0.0	0.11486892	0.10608835	1	1	0	0.5	1.0	0.0			0.0	0.0061898213	0.030949106	0.0	0.0	0.03226512	0.0	0.0	0.0	0.0	0.0	24.8631	2.6376853	2.8559973	0.0	0.23	0.02440032	0.026419852	0.0	3	0.0	0.0	0.0	0.0	0.0	471989.0	0.0	0.0	"WA"
48	1989	28.3	0	1	0.0009425	82.58	0.0	0.0	0.0	0	0	0	0.4	0.2	0.0	0.0	0.0	0.0	0.01	0.086	1.0	0.0	0.03212361	1.0	0.0	0.0	0.0	0.0	9.028501	0.0	0.0	0.0	0.125	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	481989.0	0.0	0.0	"WV"
49	1989	26.3	1	1	0.005624	48.0	0.05626247	0.050721996	0.052525144	1	1	0	0.75	0.5	0.0			0.0	0.019543974	0.1009772	0.0	0.0	0.036174137	1.0	0.0	0.05626247	0.052525144	0.050721996	44.725803	2.3492293	2.268582	2.5163841	0.27	0.014181789	0.013694939	0.015190868	3	0.0	0.0	0.05626247	2.5163841	0.05626247	491989.0	0.015190868	0.0	"WI"
50	1989	21.3	0	0	0	37.65	0.0	0.0	0.0	0	0	0	0.5	0.6666667	0.0	0.0	0.0	0.0	0.010542168	0.013554217	0.0	0.0	0.03738946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	501989.0	0.0	0.0	"WY"
1	1990	22.9	0	0	0	29.29	0.0	0.20187129	0.20187129	0	0	0	0.25	0.25	0.0	0.0	0.0	0.0	0.018691588	0.07788162	0.0	0.0	0.04026006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.158	0.031895664	0.031895664	0.0	3	0.0	0.0	0.0	0.0	0.0	11990.0	0.0	0.0	"AL"
2	1990	26.9	0	0	0	61.29	0.0	0.41152364	0.41152364	1	1	0						0.0	0.011764706	0.043137256	0.0	0.0	0.03417734	0.0	0.0	0.0	0.0	0.0	29.1278	11.986778	11.986778	0.0	0.311	0.12798385	0.12798385	0.0	3	0.0		0.0	0.0	0.0	21990.0	0.0	0.0	"AK"
3	1990	21.2	0	1	0	47.33	0.0	0.64006495	0.64006495	1	0	0	0.8	0.4	0.0		0.0	0.0	0.0076923077	0.066923074	0.0	0.0	0.031980447	0.0	0.0	0.0	0.64006495	0.64006495	19.769999	12.654083	12.654083	0.0	0.25	0.16001624	0.16001624	0.0	3	0.0	0.0	0.0	0.0	0.0	31990.0	0.0	0.0	"AZ"
4	1990	26.8	0	0	0	62.38	0.0	0.07532369	0.026728202	1	0	0	0.16666667	0.16666667	0.16666667		0.0	0.0	0.0073260074	0.04761905	1.0	0.0	0.034682322	0.0	0.0	0.0	0.0	0.0	9.884999	0.26420826	0.74457467	0.0	0.105	0.0028064612	0.007908988	0.0	3	0.0	0.16666667	0.0	0.0	0.0	41990.0	0.0	0.0	"AR"
5	1990	20.2	1	1	0	48.84	0.02560471	0.47919762	0.4815733	1	0	0	1.0	0.6666667	0.33333334		0.0	0.0	0.01635514	0.069314644	0.0	0.0	0.04931255	0.0	0.0	0.02560471	0.4815733	0.47919762	53.7744	25.896315	25.768564	1.3768779	0.625	0.3009833	0.2994985	0.016002944	3	0.0	0.33333334	0.02560471	1.3768779	0.02560471	51990.0	0.016002944	0.0	"CA"
6	1990	21.9	0	1	0	44.19	0.02251852	0.50158286	0.4715255	0	0	0	0.85714287	0.5714286	0.0	0.0	0.0	0.0	0.035230353	0.11111111	0.0	0.0	0.03459506	0.0	0.0	0.02251852	0.4715255	0.50158286	23.064999	10.875734	11.569008	0.5193896	0.3	0.14145765	0.15047486	0.006755556	3	0.0	0.0	0.02251852	0.5193896	0.02251852	61990.0	0.006755556	0.0	"CO"
7	1990	22.5	0	2	0.0015035	85.63	0.0	0.0	0.0	1	1	0	1.0	1.0	0.0			0.0	0.017405063	0.16772152	1.0	0.0	0.034872938	1.0	0.0	0.0	0.0	0.0	22.142399	0.0	0.0	0.0	0.233	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	71990.0	0.0	0.0	"CT"
8	1990	23.6	0	0	0	42.67	0.0	0.107396394	0.107396394	0	0	0	0.6666667	0.6666667	0.0	0.0	0.0	0.0	0.02	0.076	0.0	0.0	0.050839834	0.0	0.0	0.0	0.0	0.0	30.709398	3.2980785	3.2980785	0.0	0.192	0.020620108	0.020620108	0.0	3	0.0	0.0	0.0	0.0	0.0	81990.0	0.0	0.0	"DE"
9	1990	24.1	0	1	0.009522000000000001	40.13	0.0	0.0	0.0	1	1	0	0.0	0.0	0.0			0.0	0.007417103	0.07984293	0.0	0.0	0.06376703	1.0	0.0	0.0	0.0	0.0	28.6006	0.0	0.0	0.0	0.255	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	91990.0	0.0	0.0	"FL"
10	1990	24.5	0	0	0.051922499999999996	47.41	0.060784195	0.007538438	0.007019914	0	0	0	0.2	0.2	0.0	0.0	0.0	0.0	0.0065502184	0.049126636	1.0	0.0	0.040089924	1.0	0.0	0.0	0.0	0.0	13.707199	0.09622336	0.103330866	0.8331811	0.133	9.336486E-4	0.0010026123	0.008084298	3	0.0	0.0	0.060784195	0.8331811	0.0	101990.0	0.008084298	0.0	"GA"
11	1990	22.0	0	1	0	88.94	0.0	0.34019583	0.34019583	1	1	0						0.0	0.02745098	0.043137256	1.0	0.0	0.044869103	0.0	0.0	0.0	0.34019583	0.34019583	35.586	12.106209	12.106209	0.0	0.276	0.09389405	0.09389405	0.0	3	0.0		0.0	0.0	0.0	111990.0	0.0	0.0	"HI"
12	1990	20.8	0	2	0	23.23	0.0	0.0	0.0	0	1	0	0.8333333	0.8333333	0.16666667	0.0		0.0	0.014285714	0.11785714	0.0	0.0	0.028809082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.119	0.0	0.0	0.0	3	0.0	0.16666667	0.0	0.0	0.0	121990.0	0.0	0.0	"ID"
13	1990	25.4	0	0	0	38.21	0.024848131	0.31156233	0.28743216	1	1	0	0.6	0.2	0.0	1.0	1.0	0.0	0.0023685456	0.06631928	0.0	0.0	0.039502308	0.0	0.0	0.0	0.0	0.0	47.0526	13.524431	14.659818	1.1691692	0.302	0.08680451	0.09409182	0.0075041354	3	0.0	0.0	0.024848131	1.1691692	0.0	131990.0	0.0075041354	0.0	"IL"
14	1990	27.4	0	2	0.0075250000000000004	53.86	0.0	0.048069805	0.048069805	1	0	0	0.5	0.25	0.0		0.0	0.0	0.02	0.052	0.0	0.0	0.029720481	1.0	0.0	0.0	0.09613961	0.09613961	15.2888	0.7349296	0.7349296	0.0	0.139	0.006681703	0.006681703	0.0	3	0.0	0.0	0.0	0.0	0.0	141990.0	0.0	0.0	"IN"
15	1990	21.8	0	0	0	52.08	0.0	0.021526828	0.0	1	1	0	0.5	0.5	0.0		1.0	0.0	0.009966778	0.09800664	0.0	0.0	0.017761411	0.0	0.0	0.0	0.0	0.0	21.8788	0.0	0.47098115	0.0	0.225	0.0	0.0048435363	0.0	3	0.0	0.0	0.0	0.0	0.0	151990.0	0.0	0.0	"IA"
16	1990	23.0	0	0	0	21.34	0.048767958	0.12051533	0.12051533	1	1	0	0.5	0.5	0.0			0.0	0.011363637	0.06818182	0.0	1.0	0.024282245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.152	0.018318329	0.018318329	0.0074127293	3	0.0	0.0	0.048767958	0.0	0.0	161990.0	0.0074127293	0.0	"KS"
17	1990	29.3	0	2	0.2211265	68.4	0.0	0.0	0.0	0	0	0	0.2857143	0.0	0.0	0.0	0.0	0.0	0.010920437	0.054602183	1.0	0.0	0.025126169	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	171990.0	0.0	0.0	"KY"
18	1990	25.6	0	0	0	47.0	0.0	0.13463904	0.18730175	0	0	0	0.33333334	0.0	0.33333334	0.0	0.0	0.0	0.0123893805	0.028318584	1.0	0.0	0.0268542	0.0	0.0	0.0	0.0	0.0	22.142399	4.1473103	2.9812312	0.0	0.185	0.034650825	0.024908222	0.0	3	0.0	0.33333334	0.0	0.0	0.0	181990.0	0.0	0.0	"LA"
19	1990	27.5	0	2	0	57.02	0.0	0.0	0.0	1	1	1	1.0	1.0	0.0				0.036	0.056	0.0	0.0	0.03442954	0.0	0.0	0.0	0.0	0.0	8.698799	0.0	0.0	0.0	0.161	0.0	0.0	0.0	3		0.0	0.0	0.0	0.0	191990.0	0.0	0.0	"ME"
20	1990	23.1	0	0	0.004828000000000001	75.63	0.007912571	0.008275884	0.1622215	0	0	0	0.25	0.25	0.0	0.0	0.0	0.0	0.01632653	0.10612245	1.0	0.0	0.05143838	1.0	0.0	0.0	0.0	0.0	32.95	5.3451986	0.2726904	0.2607192	0.204	0.033093188	0.0016882804	0.0016141643	3	0.0	0.0	0.007912571	0.2607192	0.0	201990.0	0.0016141643	0.0	"MD"
21	1990	24.0	0	2	0.0004025	90.63	0.1664375	0.09485272	0.06224385	1	1	0	1.0	0.8	0.0			0.0	0.012567325	0.1005386	1.0	0.0	0.04657339	1.0	0.0	0.332875	0.1244877	0.18970545	39.539997	2.4611216	3.7504764	6.5809383	0.614	0.038217723	0.058239575	0.10219263	3	0.0	0.0	0.1664375	6.5809383	0.332875	211990.0	0.10219263	0.0	"MA"
22	1990	29.5	0	1	0	74.44	0.009587843	0.0	0.0	1	1	0	1.0	0.33333334	0.0			0.0	0.01375	0.29375	0.0	0.0	0.07122709	0.0	0.0	0.009587843	0.0	0.0	59.8372	0.0	0.0	0.57370967	0.653	0.0	0.0	0.0062608616	3	0.0	0.0	0.009587843	0.57370967	0.009587843	221990.0	0.0062608616	0.0	"MI"
23	1990	22.0	0	0	0	87.6	0.04517619	0.0	0.0	1	1	0	0.75	0.5	0.25			0.0	0.01846381	0.046528805	1.0	0.0	0.029924273	0.0	0.0	0.0	0.0	0.0	34.795197	0.0	0.0	1.5719144	0.199	0.0	0.0	0.0089900615	3	0.0	0.25	0.04517619	1.5719144	0.0	231990.0	0.0089900615	0.0	"MN"
24	1990	24.8	0	0	0	44.1	0.0	0.0	0.0	0	0	0	0.25	0.0	0.0	0.0	0.0	0.0	0.015686275	0.07058824	1.0	0.0	0.029432695	0.0	0.0	0.0	0.0	0.0	13.179999	0.0	0.0	0.0	0.16	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	241990.0	0.0	0.0	"MS"
25	1990	26.7	0	2	0.002964	49.58	0.00814872	0.1552134	0.17482822	0	0	0	0.625	0.375	0.0	0.0	0.0	0.0	0.006422925	0.0993083	0.0	0.0	0.037397694	1.0	0.0	0.01629744	0.34965643	0.3104268	29.5232	5.161488	4.582396	0.24057627	0.297	0.05192398	0.046098378	0.0024201695	3	0.0	0.0	0.00814872	0.24057627	0.01629744	251990.0	0.0024201695	0.0	"MO"
26	1990	20.6	0	1	0	20.01	0.0	0.0	0.0	1	1	0	0.25	0.5	0.25			0.0	0.012135922	0.053398058	0.0	0.0	0.038775004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	3	0.0	0.25	0.0	0.0	0.0	261990.0	0.0	0.0	"MT"
27	1990	25.7	0	0	0	23.23	0.0	0.0	0.0	1	1	0	0.33333334	0.16666667	0.0			0.0	0.015957447	0.10372341			0.03416115	0.0	0.0	0.0	0.0	0.0	15.816	0.0	0.0	0.0	0.186	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	271990.0	0.0	0.0	"NE"
28	1990	30.6	0	1	0	50.13	0.0	0.0	0.0	1	1	0	0.8	0.6	0.2			0.0	0.011764706	0.05210084	0.0	0.0	0.021017144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	3	0.0	0.2	0.0	0.0	0.0	281990.0	0.0	0.0	"NV"
29	1990	22.5	0	1	0	14.75	0.0	0.07192696	0.0	1	1	0	1.0	0.6666667	0.33333334			0.0	0.021052632	0.1	0.0	1.0	0.05819	0.0	0.0	0.0	0.0	0.07192696	0.1318	0.0	0.0094799725	0.0	0.042	0.0	0.0030209322	0.0	3	0.0	0.33333334	0.0	0.0	0.0	291990.0	0.0	0.0	"NH"
30	1990	22.5	0	0	0	81.39	0.0	0.0	0.0	1	1	0	0.6666667	0.6666667	0.0			0.0	0.022222223	0.24444444	1.0	0.0	0.025222171	0.0	0.0	0.0	0.0	0.0	46.129997	0.0	0.0	0.0	0.255	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	301990.0	0.0	0.0	"NJ"
31	1990	22.7	0	1	0	45.19	0.0	0.2422363	0.2554376	1	0	0	0.6	0.4	0.2		0.0	0.0	0.0027347312	0.029170465	0.0	0.0	0.033966735	0.0	0.0	0.0	0.2554376	0.2422363	0.0	0.0	0.0	0.0	0.098	0.025032885	0.023739157	0.0	3	0.0	0.2	0.0	0.0	0.0	311990.0	0.0	0.0	"NM"
32	1990	23.6	2	2	0	82.16	0.018227503	0.4070126	0.42524013	1	1	0	1.0	0.8	0.0			0.0	0.004854369	0.040453073	0.0	0.0	0.03475556	0.0	0.0	0.036455005	0.85048026	0.8140252	75.784996	32.22682	30.84545	1.3813713	0.659	0.28023323	0.2682213	0.012011924	3	0.0	0.0	0.018227503	1.3813713	0.036455005	321990.0	0.012011924	0.0	"NY"
33	1990	28.5	2	1	0.3198195	33.44	0.0	0.062125452	0.062125452	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.025390625	0.08984375	0.0	0.0	0.033245683	1.0	0.0	0.0	0.062125452	0.062125452	14.6298	0.9088829	0.9088829	0.0	0.203	0.012611466	0.012611466	0.0	3	0.0	0.0	0.0	0.0	0.0	331990.0	0.0	0.0	"NC"
34	1990	20.6	0	0	0	60.53	0.0	0.0	0.0	1	1	1	0.6666667	0.6666667	0.0				0.024390243	0.05986696	0.0	0.0	0.015508678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.0	3		0.0	0.0	0.0	0.0	341990.0	0.0	0.0	"ND"
35	1990	26.7	0	2	0.009457499999999999	67.81	0.039264128	0.15010418	0.15010418	1	0	0	0.6	0.4	0.0		0.0	0.0	0.008994277	0.08830744	0.0	0.0	0.03028365	1.0	0.0	0.078528255	0.30020836	0.30020836	50.743	7.6167364	7.6167364	1.9923797	0.329	0.049384274	0.049384274	0.012917898	3	0.0	0.0	0.039264128	1.9923797	0.078528255	351990.0	0.012917898	0.0	"OH"
36	1990	27.1	0	2	0	32.93	0.0	0.0	0.0	1	1	0	0.5	0.16666667	0.16666667			0.0	0.010224949	0.073619634	0.0	0.0	0.04245371	0.0	0.0	0.0	0.0	0.0	42.176	0.0	0.0	0.0	0.25	0.0	0.0	0.0	3	0.0	0.16666667	0.0	0.0	0.0	361990.0	0.0	0.0	"OK"
