st	year	percentsmokers	tobaccolobby	healthorgslobby	production	govideolbrfh	yadatecensus	restcensus	wp_publiccensus	govbuildings	restaurants	outofpackage	neigovbuildings	neirestaurant	neioutofpackage	dvgovbuild	dvrest	dvoutpack	toblobbyratio	healthlobbyratio	ugovdem	ugovrep	psphealth	proddum	synar1	yacens_healthorgslobby	gbcens_healthorgslobby	restcens_healthorgslobby	rslsal	rslsalgbl	rslsalrestl	rslsalyal	profess	professgbl	professrl	professyal	policynum	pooleddv	poolednei	pooledcensus	pooledlocalrslsal	pooledlocalhealth	styr	pooledlocalprof	synar1ya	state
42	1987	28.8	0	1	0.0436455	69.79	0.0	0.12690055	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.023655914	0.14838709	1.0	0.0	0.040846117	1.0	0.0	0.0	0.0	0.12690055	18.95	0.0	2.4047656	0.0	0.135	0.0	0.017131576	0.0	3	0.0	0.0	0.0	0.0	0.0	421987.0	0.0	0.0	"TN"
43	1987	23.3	0	0	0	36.68	0.0	0.3048928	0.22557189	0	0	1	0.25	0.0	0.0	0.0	0.0		0.003613836	0.048528653	0.0	0.0	0.025337053	0.0	0.0	0.0	0.0	0.0	10.9152	2.4621623	3.327966	0.0	0.21	0.047370095	0.06402749	0.0	3		0.0	0.0	0.0	0.0	431987.0	0.0	0.0	"TX"
44	1987	15.5	0	1	0	7.0	0.0	0.0	0.0	1	1	0	0.5	0.16666667	0.0			0.0	0.02862254	0.04830054	0.0	1.0	0.036691274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	441987.0	0.0	0.0	"UT"
45	1987	21.9	0	1	0	87.73	0.0	0.0	0.0	1	0	0	0.33333334	0.0	0.0	1.0	0.0	0.0	0.04416404	0.100946374	0.0	0.0	0.027577749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.145	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	451987.0	0.0	0.0	"VT"
46	1987	25.2	0	2	0.038450000000000005	62.3	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.009202454	0.043711655	1.0	0.0	0.034677446	1.0	0.0	0.0	0.0	0.0	27.288	0.0	0.0	0.0	0.17	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	461987.0	0.0	0.0	"VA"
47	1987	24.7	1	0	0	83.48	0.0	0.11486892	0.10608835	1	1	0	0.5	1.0	0.0			0.0	0.0061898213	0.030949106	1.0	0.0	0.030469285	0.0	0.0	0.0	0.0	0.0	25.014	2.653694	2.873331	0.0	0.23	0.02440032	0.026419852	0.0	3	0.0	0.0	0.0	0.0	0.0	471987.0	0.0	0.0	"WA"
48	1987	29.2	0	1	0.001296	54.11	0.0	0.0	0.0	0	0	0	0.2	0.0	0.0	0.0	0.0	0.0	0.01	0.086	0.0	0.0	0.03169233	1.0	0.0	0.0	0.0	0.0	9.854	0.0	0.0	0.0	0.125	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	481987.0	0.0	0.0	"WV"
49	1987	26.3	1	1	0.0041849999999999995	47.19	0.05626247	0.050721996	0.052525144	1	1	0	0.75	0.5	0.0			0.0	0.019543974	0.1009772	0.0	0.0	0.04027126	1.0	0.0	0.05626247	0.052525144	0.050721996	45.48	2.3888435	2.3068364	2.5588171	0.27	0.014181789	0.013694939	0.015190868	3	0.0	0.0	0.05626247	2.5588171	0.05626247	491987.0	0.015190868	0.0	"WI"
50	1987	21.3	0	0	0	39.11	0.0	0.0	0.0	0	0	0	0.5	0.6666667	0.0	0.0	0.0	0.0	0.010542168	0.013554217	0.0	0.0	0.04659544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	501987.0	0.0	0.0	"WY"
1	1988	26.4	0	0	0	40.95	0.0	0.065579206	0.06582674	0	0	0	0.25	0.25	0.0	0.0	0.0	0.0	0.018691588	0.07788162	0.0	0.0	0.035296682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.158	0.010400625	0.010361515	0.0	3	0.0	0.0	0.0	0.0	0.0	11988.0	0.0	0.0	"AL"
2	1988	26.9	0	0	0	63.19	0.0	0.41152364	0.41152364	1	1	0						0.0	0.011764706	0.043137256	0.0	0.0	0.017600747	0.0	0.0	0.0	0.0	0.0	32.1776	13.241843	13.241843	0.0	0.311	0.12798385	0.12798385	0.0	3	0.0		0.0	0.0	0.0	21988.0	0.0	0.0	"AK"
3	1988	24.3	0	1	0	28.82	0.0	0.61936647	0.61936647	1	0	0	0.8	0.4	0.0		0.0	0.0	0.0076923077	0.066923074	0.0	0.0	0.026965369	0.0	0.0	0.0	0.61936647	0.61936647	21.84	13.526964	13.526964	0.0	0.25	0.15484162	0.15484162	0.0	3	0.0	0.0	0.0	0.0	0.0	31988.0	0.0	0.0	"AZ"
4	1988	26.8	0	0	0	80.6	0.0	0.07532369	0.026728202	1	0	0	0.16666667	0.16666667	0.16666667		0.0	0.0	0.0073260074	0.04761905	1.0	0.0	0.031800274	0.0	0.0	0.0	0.0	0.0	10.92	0.29187196	0.82253474	0.0	0.105	0.0028064612	0.007908988	0.0	3	0.0	0.16666667	0.0	0.0	0.0	41988.0	0.0	0.0	"AR"
5	1988	22.6	1	1	0	48.88	0.02560471	0.42803028	0.4269003	1	0	0	1.0	0.6666667	0.0		0.0	0.0	0.01635514	0.069314644	0.0	0.0	0.03862826	0.0	0.0	0.02560471	0.4269003	0.42803028	54.017597	23.06013	23.121168	1.3831049	0.625	0.26681268	0.26751894	0.016002944	3	0.0	0.0	0.02560471	1.3831049	0.02560471	51988.0	0.016002944	0.0	"CA"
6	1988	21.9	0	1	0	52.94	0.0	0.50158286	0.4715255	0	0	0	0.85714287	0.5714286	0.0	0.0	0.0	0.0	0.035230353	0.11111111	0.0	0.0	0.028820341	0.0	0.0	0.0	0.4715255	0.50158286	25.48	12.014469	12.780331	0.0	0.3	0.14145765	0.15047486	0.0	3	0.0	0.0	0.0	0.0	0.0	61988.0	0.0	0.0	"CO"
7	1988	26.8	0	2	0.0014855	93.5	0.0	0.0	0.0	1	1	0	0.33333334	0.33333334	0.0			0.0	0.017405063	0.16772152	1.0	0.0	0.028404063	1.0	0.0	0.0	0.0	0.0	22.131199	0.0	0.0	0.0	0.233	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	71988.0	0.0	0.0	"CT"
8	1988	23.6	0	0	0	40.98	0.0	0.0	0.0	0	0	0	0.33333334	0.33333334	0.0	0.0	0.0	0.0	0.02	0.076	0.0	0.0	0.041084837	0.0	0.0	0.0	0.0	0.0	30.576	0.0	0.0	0.0	0.192	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	81988.0	0.0	0.0	"DE"
9	1988	24.8	0	1	0.008576	39.11	0.0	0.0	0.0	1	1	0	0.0	0.0	0.0			0.0	0.007417103	0.07984293	0.0	0.0	0.05910051	1.0	0.0	0.0	0.0	0.0	28.9744	0.0	0.0	0.0	0.255	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	91988.0	0.0	0.0	"FL"
10	1988	25.9	0	0	0.04294	57.95	0.060784195	0.0	0.0	0	0	0	0.2	0.2	0.0	0.0	0.0	0.0	0.0065502184	0.049126636	1.0	0.0	0.03629803	1.0	0.0	0.0	0.0	0.0	14.7056	0.0	0.0	0.893868	0.133	0.0	0.0	0.008084298	3	0.0	0.0	0.060784195	0.893868	0.0	101988.0	0.008084298	0.0	"GA"
11	1988	24.0	0	1	0	89.5	0.0	0.34019583	0.34019583	1	1	0						0.0	0.02745098	0.043137256	1.0	0.0	0.04029549	0.0	0.0	0.0	0.34019583	0.34019583	22.7136	7.7270722	7.7270722	0.0	0.276	0.09389405	0.09389405	0.0	3	0.0		0.0	0.0	0.0	111988.0	0.0	0.0	"HI"
12	1988	21.0	0	2	0	32.92	0.0	0.0	0.0	0	1	0	0.8333333	0.8333333	0.0	0.0		0.0	0.014285714	0.11785714	0.0	0.0	0.03169413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.119	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	121988.0	0.0	0.0	"ID"
13	1988	27.5	0	0	0	48.37	0.010696877	0.022931416	0.005199108	0	0	0	0.6	0.2	0.0	0.0	0.0	0.0	0.0023685456	0.06631928	0.0	0.0	0.031644486	0.0	0.0	0.0	0.0	0.0	47.32	0.24602178	1.0851146	0.50617623	0.302	0.0015701305	0.006925287	0.0032304567	3	0.0	0.0	0.010696877	0.50617623	0.0	131988.0	0.0032304567	0.0	"IL"
14	1988	27.9	0	2	0.0054725	17.47	0.0	0.011454545	0.011454545	1	0	0	0.5	0.25	0.0		0.0	0.0	0.02	0.052	0.0	1.0	0.028793564	1.0	0.0	0.0	0.02290909	0.02290909	16.8896	0.19346268	0.19346268	0.0	0.139	0.0015921817	0.0015921817	0.0	3	0.0	0.0	0.0	0.0	0.0	141988.0	0.0	0.0	"IN"
15	1988	22.6	0	0	0	61.88	0.0	0.021526828	0.0	1	0	0	0.5	0.5	0.0		0.0	0.0	0.009966778	0.09800664	0.0	0.0	0.015686642	0.0	0.0	0.0	0.0	0.0	21.2576	0.0	0.45760873	0.0	0.225	0.0	0.0048435363	0.0	3	0.0	0.0	0.0	0.0	0.0	151988.0	0.0	0.0	"IA"
16	1988	23.0	0	0	0	23.73	0.048767958	0.12051533	0.12051533	1	1	0	0.5	0.5	0.0			0.0	0.011363637	0.06818182	0.0	1.0	0.021056917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.152	0.018318329	0.018318329	0.0074127293	3	0.0	0.0	0.048767958	0.0	0.0	161988.0	0.0074127293	0.0	"KS"
17	1988	34.6	0	2	0.177512	80.6	0.0	0.0	0.0	0	0	0	0.2857143	0.0	0.0	0.0	0.0	0.0	0.010920437	0.054602183	1.0	0.0	0.025771495	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	171988.0	0.0	0.0	"KY"
18	1988	25.6	0	0	0	69.25	0.0	0.0	0.0	0	0	0	0.33333334	0.0	0.33333334	0.0	0.0	0.0	0.0123893805	0.028318584	1.0	0.0	0.0232797	0.0	0.0	0.0	0.0	0.0	24.460798	0.0	0.0	0.0	0.185	0.0	0.0	0.0	3	0.0	0.33333334	0.0	0.0	0.0	181988.0	0.0	0.0	"LA"
19	1988	27.1	0	2	0	75.71	0.0	0.0	0.0	1	1	0	1.0	1.0	0.0			0.0	0.036	0.056	0.0	0.0	0.031759255	0.0	0.0	0.0	0.0	0.0	13.104	0.0	0.0	0.0	0.161	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	191988.0	0.0	0.0	"ME"
20	1988	25.7	0	0	0.005985000000000001	86.69	0.007912571	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.01632653	0.10612245	1.0	0.0	0.0463039	1.0	0.0	0.0	0.0	0.0	32.031998	0.0	0.0	0.25345543	0.204	0.0	0.0	0.0016141643	3	0.0	0.0	0.007912571	0.25345543	0.0	201988.0	0.0016141643	0.0	"MD"
21	1988	27.0	0	2	0.0003835	95.04	0.15006848	0.08072756	0.06224385	1	1	0	0.8	0.6	0.0	1.0	1.0	0.0	0.012567325	0.1005386	1.0	0.0	0.045053136	1.0	0.0	0.30013695	0.1244877	0.16145512	56.784	3.5344548	4.584034	8.521488	0.614	0.038217723	0.049566723	0.092142045	3	0.0	0.0	0.15006848	8.521488	0.30013695	211988.0	0.092142045	0.0	"MA"
22	1988	26.8	0	1	0	84.82	0.009587843	0.0	0.0	1	1	0	1.0	0.33333334	0.0			0.0	0.01375	0.29375	0.0	0.0	0.070578575	0.0	0.0	0.009587843	0.0	0.0	58.094402	0.0	0.0	0.557	0.653	0.0	0.0	0.0062608616	3	0.0	0.0	0.009587843	0.557	0.009587843	221988.0	0.0062608616	0.0	"MI"
23	1988	22.6	0	0	0	90.1	0.04517619	0.0	0.0	1	1	0	0.75	0.5	0.25			0.0	0.01846381	0.046528805	1.0	0.0	0.021240119	0.0	0.0	0.0	0.0	0.0	35.2352	0.0	0.0	1.591792	0.199	0.0	0.0	0.0089900615	3	0.0	0.25	0.04517619	1.591792	0.0	231988.0	0.0089900615	0.0	"MN"
24	1988	24.8	0	0	0	69.8	0.0	0.0	0.0	0	0	0	0.25	0.0	0.0	0.0	0.0	0.0	0.015686275	0.07058824	1.0	0.0	0.030482108	0.0	0.0	0.0	0.0	0.0	14.559999	0.0	0.0	0.0	0.16	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	241988.0	0.0	0.0	"MS"
25	1988	26.2	0	2	0.002211	54.3	0.00814872	0.14822532	0.14822532	0	0	0	0.625	0.375	0.0	0.0	0.0	0.0	0.006422925	0.0993083	0.0	0.0	0.03277543	1.0	0.0	0.01629744	0.29645064	0.29645064	30.430399	4.5105557	4.5105557	0.2479688	0.297	0.044022918	0.044022918	0.0024201695	3	0.0	0.0	0.00814872	0.2479688	0.01629744	251988.0	0.0024201695	0.0	"MO"
26	1988	20.4	0	1	0	62.85	0.0	0.0	0.0	1	1	0	0.25	0.5	0.25			0.0	0.012135922	0.053398058	0.0	0.0	0.039022006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	3	0.0	0.25	0.0	0.0	0.0	261988.0	0.0	0.0	"MT"
27	1988	21.4	0	0	0	28.59	0.0	0.0	0.0	1	1	0	0.33333334	0.16666667	0.0			0.0	0.015957447	0.10372341			0.03382433	0.0	0.0	0.0	0.0	0.0	6.9888	0.0	0.0	0.0	0.186	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	271988.0	0.0	0.0	"NE"
28	1988	30.6	0	1	0	60.94	0.0	0.0	0.0	1	1	0	0.8	0.6	0.0			0.0	0.011764706	0.05210084	0.0	0.0	0.020897826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	281988.0	0.0	0.0	"NV"
29	1988	28.3	0	1	0	13.88	0.0	0.07192696	0.0	1	1	0	0.6666667	0.33333334	0.0			0.0	0.021052632	0.1	0.0	1.0	0.061235067	0.0	0.0	0.0	0.0	0.07192696	0.1456	0.0	0.010472566	0.0	0.042	0.0	0.0030209322	0.0	3	0.0	0.0	0.0	0.0	0.0	291988.0	0.0	0.0	"NH"
30	1988	22.5	0	0	0	65.59	0.0	0.0	0.0	1	1	0	0.0	0.0	0.0			0.0	0.022222223	0.24444444	0.0	0.0	0.027900854	0.0	0.0	0.0	0.0	0.0	36.399998	0.0	0.0	0.0	0.255	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	301988.0	0.0	0.0	"NJ"
31	1988	25.5	0	1	0	42.97	0.0	0.0	0.0	1	0	0	0.6	0.4	0.2		0.0	0.0	0.0027347312	0.029170465	0.0	0.0	0.032478604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.098	0.0	0.0	0.0	3	0.0	0.2	0.0	0.0	0.0	311988.0	0.0	0.0	"NM"
32	1988	24.7	2	2	0	80.66	0.018227503	0.0	0.018227503	0	0	0	0.6	0.4	0.0	0.0	0.0	0.0	0.004854369	0.040453073	0.0	0.0	0.0331494	0.0	0.0	0.036455005	0.036455005	0.0	62.607998	1.1411874	0.0	1.1411874	0.659	0.012011924	0.0	0.012011924	3	0.0	0.0	0.018227503	1.1411874	0.036455005	321988.0	0.012011924	0.0	"NY"
33	1988	26.6	2	1	0.2763135	45.49	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.025390625	0.08984375	0.0	0.0	0.03496254	1.0	0.0	0.0	0.0	0.0	14.7056	0.0	0.0	0.0	0.203	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	331988.0	0.0	0.0	"NC"
34	1988	22.6	0	0	0	72.4	0.0	0.0	0.0	1	1	1	0.6666667	0.6666667	0.0				0.024390243	0.05986696	0.0	0.0	0.011503459	0.0	0.0	0.0	0.0	0.0	3.2032	0.0	0.0	0.0	0.075	0.0	0.0	0.0	3		0.0	0.0	0.0	0.0	341988.0	0.0	0.0	"ND"
35	1988	26.6	0	2	0.0072485	76.29	0.005655481	0.116390154	0.116390154	1	0	0	0.4	0.2	0.0		0.0	0.0	0.008994277	0.08830744	0.0	0.0	0.027965331	1.0	0.0	0.011310962	0.23278031	0.23278031	50.8144	5.9142957	5.9142957	0.28737986	0.329	0.03829236	0.03829236	0.0018606533	3	0.0	0.0	0.005655481	0.28737986	0.011310962	351988.0	0.0018606533	0.0	"OH"
36	1988	25.2	0	2	0	40.27	0.0	0.0	0.0	1	1	0	0.5	0.16666667	0.16666667			0.0	0.010224949	0.073619634	0.0	0.0	0.026728114	0.0	0.0	0.0	0.0	0.0	29.119999	0.0	0.0	0.0	0.25	0.0	0.0	0.0	3	0.0	0.16666667	0.0	0.0	0.0	361988.0	0.0	0.0	"OK"
37	1988	23.6	0	2	0	81.31	0.0	0.040081985	0.040081985	1	1	0	0.75	0.75	0.0			0.0	0.012	0.048	1.0	0.0	0.029820701	0.0	0.0	0.0	0.08016397	0.08016397	16.015999	0.64195305	0.64195305	0.0	0.183	0.0073350035	0.0073350035	0.0	3	0.0	0.0	0.0	0.0	0.0	371988.0	0.0	0.0	"OR"
38	1988	27.5	0	2	0.0090875	78.77	0.0	0.031148616	0.031148616	1	1	0	0.33333334	0.16666667	0.0	1.0	1.0	0.0	0.023809524	0.2767857	0.0	0.0	0.029812869	1.0	0.0	0.0	0.062297232	0.062297232	50.96	1.5873334	1.5873334	0.0	0.336	0.010465935	0.010465935	0.0	3	0.0	0.0	0.0	0.0	0.0	381988.0	0.0	0.0	"PA"
39	1988	26.0	0	1	0	91.38	0.0	0.0	0.0	1	1	0	0.5	0.5	0.0			0.0	0.024390243	0.039634146	0.0	0.0	0.047190353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.148	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	391988.0	0.0	0.0	"RI"
40	1988	26.5	0	2	0.0500625	46.72	0.0	0.01679518	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.027190333	0.09667674	0.0	0.0	0.05281314	1.0	0.0	0.0	0.0	0.03359036	14.559999	0.0	0.24453782	0.0	0.178	0.0	0.0029895422	0.0	3	0.0	0.0	0.0	0.0	0.0	401988.0	0.0	0.0	"SC"
41	1988	21.5	0	0	0	14.5	0.0	0.0	0.1457773	0	0	0	0.8333333	0.6666667	0.16666667	0.0	0.0	0.0	0.01179941	0.06784661	0.0	1.0	0.04187251	0.0	0.0	0.0	0.0	0.0	4.0768	0.59430486	0.0	0.0	0.083	0.012099516	0.0	0.0	3	0.0	0.16666667	0.0	0.0	0.0	411988.0	0.0	0.0	"SD"
42	1988	30.4	0	1	0.046571	75.56	0.0	0.12690055	0.0	0	0	0	0.125	0.0	0.0	0.0	0.0	0.0	0.023655914	0.14838709	1.0	0.0	0.03255526	1.0	0.0	0.0	0.0	0.12690055	18.199999	0.0	2.3095899	0.0	0.135	0.0	0.017131576	0.0	3	0.0	0.0	0.0	0.0	0.0	421988.0	0.0	0.0	"TN"
43	1988	24.4	0	0	0	38.78	0.0	0.39903826	0.31992194	0	0	1	0.75	0.25	0.0	0.0	0.0		0.003613836	0.048528653	0.0	0.0	0.023685072	0.0	0.0	0.0	0.0	0.0	10.483199	3.3538053	4.1831975	0.0	0.21	0.06718361	0.08379803	0.0	3		0.0	0.0	0.0	0.0	431988.0	0.0	0.0	"TX"
44	1988	15.0	0	1	0	9.25	0.0	0.0	0.0	1	1	0	0.5	0.33333334	0.0			0.0	0.02862254	0.04830054	0.0	1.0	0.02888589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	441988.0	0.0	0.0	"UT"
45	1988	21.9	0	1	0	91.76	0.0	0.0	0.0	1	0	0	0.33333334	0.33333334	0.0		0.0	0.0	0.04416404	0.100946374	0.0	0.0	0.028337086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.145	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	451988.0	0.0	0.0	"VT"
46	1988	25.2	0	2	0.046088500000000004	74.13	0.0	0.027611084	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.009202454	0.043711655	1.0	0.0	0.033111658	1.0	0.0	0.0	0.0	0.05522217	26.208	0.0	0.7236313	0.0	0.17	0.0	0.0046938844	0.0	3	0.0	0.0	0.0	0.0	0.0	461988.0	0.0	0.0	"VA"
47	1988	25.4	1	0	0	84.11	0.0	0.11486892	0.10608835	1	1	0	0.5	1.0	0.0			0.0	0.0061898213	0.030949106	1.0	0.0	0.027254874	0.0	0.0	0.0	0.0	0.0	24.024	2.5486665	2.759611	0.0	0.23	0.02440032	0.026419852	0.0	3	0.0	0.0	0.0	0.0	0.0	471988.0	0.0	0.0	"WA"
48	1988	26.9	0	1	0.00136	56.27	0.0	0.0	0.0	0	0	0	0.2	0.0	0.0	0.0	0.0	0.0	0.01	0.086	0.0	0.0	0.029415706	1.0	0.0	0.0	0.0	0.0	9.464	0.0	0.0	0.0	0.125	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	481988.0	0.0	0.0	"WV"
49	1988	23.5	1	1	0.003453	59.98	0.05626247	0.050721996	0.052525144	1	1	0	0.75	0.5	0.0			0.0	0.019543974	0.1009772	0.0	0.0	0.037334934	1.0	0.0	0.05626247	0.052525144	0.050721996	43.68	2.2942984	2.2155368	2.4575448	0.27	0.014181789	0.013694939	0.015190868	3	0.0	0.0	0.05626247	2.4575448	0.05626247	491988.0	0.015190868	0.0	"WI"
50	1988	21.3	0	0	0	41.42	0.0	0.0	0.0	0	0	0	0.5	0.6666667	0.0	0.0	0.0	0.0	0.010542168	0.013554217	0.0	0.0	0.061823238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	501988.0	0.0	0.0	"WY"
1	1989	22.4	0	0	0	31.73	0.0	0.11493985	0.11493985	0	0	0	0.25	0.25	0.0	0.0	0.0	0.0	0.018691588	0.07788162	0.0	0.0	0.037973054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.158	0.018160498	0.018160498	0.0	3	0.0	0.0	0.0	0.0	0.0	11989.0	0.0	0.0	"AL"
2	1989	26.9	0	0	0	54.86	0.0	0.41152364	0.41152364	1	1	0						0.0	0.011764706	0.043137256	0.0	0.0	0.024968734	0.0	0.0	0.0	0.0	0.0	30.696901	12.632501	12.632501	0.0	0.311	0.12798385	0.12798385	0.0	3	0.0		0.0	0.0	0.0	21989.0	0.0	0.0	"AK"
3	1989	26.5	0	1	0	48.32	0.0	0.6275528	0.6275528	1	0	0	0.8	0.4	0.0		0.0	0.0	0.0076923077	0.066923074	0.0	0.0	0.02907635	0.0	0.0	0.0	0.6275528	0.6275528	20.835001	13.075064	13.075064	0.0	0.25	0.1568882	0.1568882	0.0	3	0.0	0.0	0.0	0.0	0.0	31989.0	0.0	0.0	"AZ"
4	1989	26.8	0	0	0	78.75	0.0	0.07532369	0.026728202	1	0	0	0.16666667	0.16666667	0.16666667		0.0	0.0	0.0073260074	0.04761905	1.0	0.0	0.034262996	0.0	0.0	0.0	0.0	0.0	10.4175005	0.27844104	0.7846846	0.0	0.105	0.0028064612	0.007908988	0.0	3	0.0	0.16666667	0.0	0.0	0.0	41989.0	0.0	0.0	"AR"
5	1989	21.8	1	1	0	50.83	0.02560471	0.4718657	0.4673348	1	0	0	1.0	0.6666667	0.0		0.0	0.0	0.01635514	0.069314644	0.0	0.0	0.038980026	0.0	0.0	0.02560471	0.4673348	0.4718657	56.6712	26.484425	26.741196	1.4510497	0.625	0.29208425	0.29491606	0.016002944	3	0.0	0.0	0.02560471	1.4510497	0.02560471	51989.0	0.016002944	0.0	"CA"
6	1989	21.9	0	1	0	46.75	0.02251852	0.50158286	0.4715255	0	0	0	0.85714287	0.5714286	0.0	0.0	0.0	0.0	0.035230353	0.11111111	0.0	0.0	0.033417825	0.0	0.0	0.02251852	0.4715255	0.50158286	24.3075	11.461606	12.192225	0.54736894	0.3	0.14145765	0.15047486	0.006755556	3	0.0	0.0	0.02251852	0.54736894	0.02251852	61989.0	0.006755556	0.0	"CO"
7	1989	26.8	0	2	0.0013965000000000002	91.02	0.0	0.0	0.0	1	1	0	0.6666667	0.6666667	0.0			0.0	0.017405063	0.16772152	1.0	0.0	0.03251947	1.0	0.0	0.0	0.0	0.0	23.3352	0.0	0.0	0.0	0.233	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	71989.0	0.0	0.0	"CT"
8	1989	23.6	0	0	0	25.51	0.0	0.0	0.0	0	0	0	0.6666667	0.6666667	0.0	0.0	0.0	0.0	0.02	0.076	0.0	0.0	0.04589194	0.0	0.0	0.0	0.0	0.0	32.3637	0.0	0.0	0.0	0.192	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	81989.0	0.0	0.0	"DE"
9	1989	25.8	0	1	0.0088775	41.39	0.0	0.0	0.0	1	1	0	0.0	0.0	0.0			0.0	0.007417103	0.07984293	0.0	0.0	0.06283493	1.0	0.0	0.0	0.0	0.0	30.141302	0.0	0.0	0.0	0.255	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	91989.0	0.0	0.0	"FL"
10	1989	23.7	0	0	0.0436	47.77	0.060784195	0.007538438	0.007019914	0	0	0	0.2	0.2	0.0	0.0	0.0	0.0	0.0065502184	0.049126636	1.0	0.0	0.04035143	1.0	0.0	0.0	0.0	0.0	14.4456005	0.10140688	0.10889726	0.8780642	0.133	9.336486E-4	0.0010026123	0.008084298	3	0.0	0.0	0.060784195	0.8780642	0.0	101989.0	0.008084298	0.0	"GA"
11	1989	22.4	0	1	0	84.83	0.0	0.34019583	0.34019583	1	1	0						0.0	0.02745098	0.043137256	1.0	0.0	0.040452223	0.0	0.0	0.0	0.34019583	0.34019583	37.503002	12.758365	12.758365	0.0	0.276	0.09389405	0.09389405	0.0	3	0.0		0.0	0.0	0.0	111989.0	0.0	0.0	"HI"
12	1989	20.2	0	2	0	24.86	0.0	0.0	0.0	0	1	0	0.8333333	0.8333333	0.0	0.0		0.0	0.014285714	0.11785714	0.0	0.0	0.027896183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.119	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	121989.0	0.0	0.0	"ID"
13	1989	26.7	0	0	0	41.38	0.010696877	0.29356724	0.2694283	0	0	0	0.6	0.2	0.0	0.0	0.0	0.0	0.0023685456	0.06631928	0.0	0.0	0.03367391	0.0	0.0	0.0	0.0	0.0	49.587303	13.360224	14.557208	0.53042924	0.302	0.08136734	0.088657305	0.0032304567	3	0.0	0.0	0.010696877	0.53042924	0.0	131989.0	0.0032304567	0.0	"IL"
14	1989	27.5	0	2	0.0066185	61.02	0.0	0.048069805	0.048069805	1	0	0	0.5	0.25	0.0		0.0	0.0	0.02	0.052	0.0	0.0	0.028793246	1.0	0.0	0.0	0.09613961	0.09613961	16.112402	0.77452004	0.77452004	0.0	0.139	0.006681703	0.006681703	0.0	3	0.0	0.0	0.0	0.0	0.0	141989.0	0.0	0.0	"IN"
