state	statenum	year	adopt	elect1	elect2	income1	fiscal	party	religion	neighbor	nbrpercn
"ND"	34	81	0	0	0	101.0	-0.003	1.0	6.9	0	0.0
"NE"	27	81	0	0	1	108.3	0.02		10.9	0	0.0
"NM"	31	81	0	0	1	90.42	0.138	1.0	16.4	0	0.0
"NV"	28	81	0	0	1	123.0	-0.245	0.0	13.4	0	0.0
"OK"	36	81	0	0	1	105.1	-0.035	1.0	33.2	0	0.0
"OR"	37	81	0	0	1	107.6	-0.109	0.0	10.0	0	0.0
"SC"	40	81	0	0	1	83.92	-0.126	1.0	32.2	0	0.0
"SD"	41	81	0	0	1	90.5	-0.05	1.0	9.9	0	0.0
"TN"	42	81	0	0	1	89.28	-0.078	0.0	31.9	0	0.0
"TX"	43	81	0	0	1	110.0	0.038	0.0	24.4	0	0.0
"UT"	44	81	0	0	0	87.88	-0.112	0.0	75.9	0	0.0
"VA"	46	81	0	1	0	108.4	-0.067	0.0	16.8	1	0.2
"WA"	47	81	0	0	0	118.8	-0.155	0.0	7.0	0	0.0
"WI"	49	81	0	0	1	107.7	-0.079	0.0	11.8	2	1.0
"WV"	48	81	0	0	0	90.26	-0.187	1.0	6.8	3	0.6
"WY"	50	81	0	0	1	125.2	0.006	0.0	15.3	0	0.0
"AL"	1	82	0	1	0	86.67	0.04	1.0	34.0	0	0.0
"AR"	4	82	0	1	0	84.87	-0.054	0.0	29.6	0	0.0
"CA"	5	82	0	1	0	125.9	-0.16	1.0	6.2	1	0.3333
"CO"	6	82	0	1	0	117.8	-0.123	0.0	8.9	1	0.1429
"CT"	7	82	1	1	0	135.9	-0.078	0.0	1.3	3	1.0
"FL"	9	82	0	1	0	107.4	-0.026	1.0	15.3	0	0.0
"GA"	10	82	0	1	0	94.45	-0.052	1.0	31.1	0	0.0
"IA"	15	82	0	1	0	110.0	-0.135	1.0	7.8	1	0.1667
"ID"	12	82	0	1	0	94.02	-0.132	0.0	33.6	0	0.0
"IN"	14	82	0	0	1	102.4	-0.138	1.0	10.3	3	0.75
"KS"	16	82	0	1	0	113.7	-0.093	0.0	10.5	0	0.0
"KY"	17	82	0	0	1	88.7	-0.164	1.0	31.4	2	0.25
"LA"	18	82	0	0	1	100.8	-0.081	0.0	18.4	0	0.0
"MN"	23	82	0	1	0	113.3	-0.062		9.3	0	0.0
"MO"	25	82	0	0	1	102.1	-0.142	0.0	20.4	1	0.125
"MS"	24	82	0	0	1	77.78	-0.116	1.0	34.4	0	0.0
"MT"	26	82	0	0	1	99.04	-0.039	0.0	7.9	0	0.0
"NC"	33	82	0	0	1	91.36	-0.119	1.0	28.5	0	0.0
"ND"	34	82	0	0	1	107.5	0.066	1.0	6.9	0	0.0
"NE"	27	82	0	1	0	109.2	-0.045		10.9	0	0.0
"NM"	31	82	0	1	0	89.73	0.215	1.0	16.4	1	0.2
"NV"	28	82	0	1	0	122.5	-0.277	0.0	13.4	1	0.2
"OK"	36	82	0	1	0	108.3	-0.014	1.0	33.2	0	0.0
"OR"	37	82	0	1	0	105.1	-0.125	0.0	10.0	0	0.0
"SC"	40	82	0	1	0	84.46	-0.181	1.0	32.2	0	0.0
"SD"	41	82	0	1	0	92.51	-0.122	1.0	9.9	0	0.0
"TN"	42	82	0	1	0	88.94	-0.105	0.0	31.9	0	0.0
"TX"	43	82	0	1	0	113.6	0.069	0.0	24.4	0	0.0
"UT"	44	82	0	0	1	87.53	-0.114	0.0	75.9	1	0.1667
"VA"	46	82	0	0	0	109.3	-0.079	0.0	16.8	1	0.2
"WA"	47	82	1	0	1	118.7	-0.226	0.0	7.0	0	0.0
"WI"	49	82	0	1	0	106.2	-0.117	0.0	11.8	2	1.0
"WV"	48	82	0	0	1	88.19	-0.19	1.0	6.8	3	0.6
"WY"	50	82	0	1	0	123.0	0.043	0.0	15.3	0	0.0
"AL"	1	83	0	0	0	86.53	-0.109	1.0	34.0	0	0.0
"AR"	4	83	0	0	0	84.22	-0.052	1.0	29.6	0	0.0
"CA"	5	83	0	0	0	125.8	-0.149	0.0	6.2	1	0.3333
"CO"	6	83	1	0	0	122.0	-0.127	0.0	8.9	1	0.1429
"FL"	9	83	0	0	0	109.2	-0.106	1.0	15.3	0	0.0
"GA"	10	83	0	0	0	95.67	-0.105	1.0	31.1	0	0.0
"IA"	15	83	0	0	0	107.9	-0.162	0.0	7.8	1	0.1667
"ID"	12	83	0	0	0	89.21	-0.165	0.0	33.6	1	0.1667
"IN"	14	83	0	0	1	100.0	-0.104	1.0	10.3	3	0.75
"KS"	16	83	0	0	0	117.6	-0.078	0.0	10.5	0	0.0
"KY"	17	83	0	1	0	88.74	-0.1	1.0	31.4	2	0.25
"LA"	18	83	0	1	0	101.8	-0.105	0.0	18.4	0	0.0
"MN"	23	83	0	0	0	111.7	-0.12		9.3	0	0.0
"MO"	25	83	0	0	1	101.9	-0.092	0.0	20.4	1	0.125
"MS"	24	83	0	1	0	77.23	-0.104	1.0	34.4	0	0.0
"MT"	26	83	0	0	1	95.32	-0.041	0.0	7.9	0	0.0
"NC"	33	83	0	0	1	90.45	-0.106	1.0	28.5	0	0.0
"ND"	34	83	0	0	1	108.4	-0.041	0.0	6.9	0	0.0
"NE"	27	83	0	0	0	106.7	-0.052		10.9	0	0.0
"NM"	31	83	0	0	0	91.38	0.159	1.0	16.4	1	0.2
"NV"	28	83	0	0	0	116.5	-0.22	1.0	13.4	1	0.2
"OK"	36	83	0	0	0	112.0	0.018	1.0	33.2	0	0.0
"OR"	37	83	0	0	0	102.6	-0.203	0.0	10.0	1	0.25
"SC"	40	83	0	0	0	84.38	-0.186	1.0	32.2	0	0.0
"SD"	41	83	0	0	0	96.18	-0.043	1.0	9.9	0	0.0
"TN"	42	83	0	0	0	88.96	-0.08	0.0	31.9	0	0.0
"TX"	43	83	0	0	0	113.8	0.038	1.0	24.4	0	0.0
"UT"	44	83	0	0	1	87.77	-0.066	0.0	75.9	1	0.1667
"VA"	46	83	0	0	1	111.1	-0.084	0.0	16.8	1	0.2
"WI"	49	83	0	0	0	108.1	-0.087	1.0	11.8	2	1.0
"WV"	48	83	0	0	1	87.09	-0.132	1.0	6.8	3	0.6
"WY"	50	83	0	0	0	121.9	0.216	0.0	15.3	0	0.0
"AL"	1	84	0	0	1	88.73	-0.156	1.0	34.0	0	0.0
"AR"	4	84	0	1	0	86.25	-0.053	1.0	29.6	0	0.0
"CA"	5	84	1	0	1	127.3	-0.177	0.0	6.2	1	0.3333
"FL"	9	84	0	0	1	110.7	-0.083	1.0	15.3	0	0.0
"GA"	10	84	0	0	1	97.91	-0.076	1.0	31.1	0	0.0
"IA"	15	84	0	0	1	102.8	-0.2	0.0	7.8	1	0.1667
"ID"	12	84	0	0	1	91.97	-0.13	0.0	33.6	1	0.1667
"IN"	14	84	0	1	0	100.8	-0.072	1.0	10.3	3	0.75
"KS"	16	84	0	0	1	117.6	-0.11	0.0	10.5	1	0.25
"KY"	17	84	0	0	0	90.3	-0.124	0.0	31.4	2	0.25
"LA"	18	84	0	0	0	98.61	-0.224	0.0	18.4	0	0.0
"MN"	23	84	0	0	1	114.4	0.053		9.3	0	0.0
"MO"	25	84	1	1	0	105.5	-0.058	0.0	20.4	1	0.125
"MS"	24	84	0	0	0	77.98	-0.111	1.0	34.4	0	0.0
"MT"	26	84	0	1	0	95.76	-0.103	0.0	7.9	0	0.0
"NC"	33	84	0	1	0	94.11	-0.1	1.0	28.5	0	0.0
"ND"	34	84	0	1	0	110.6	-0.111	0.0	6.9	0	0.0
"NE"	27	84	0	0	1	108.5	-0.015		10.9	1	0.1667
"NM"	31	84	0	0	1	92.62	0.083	1.0	16.4	2	0.4
"NV"	28	84	0	0	1	118.8	-0.257	1.0	13.4	1	0.2
"OK"	36	84	0	0	1	104.9	-0.11	1.0	33.2	1	0.1667
"OR"	37	84	1	0	1	103.3	-0.173	0.0	10.0	1	0.25
"SC"	40	84	0	0	1	88.46	-0.139	1.0	32.2	0	0.0
"SD"	41	84	0	0	1	94.7	-0.045	1.0	9.9	0	0.0
"TN"	42	84	0	0	1	91.92	-0.088	0.0	31.9	0	0.0
"TX"	43	84	0	0	1	111.9	-0.054	1.0	24.4	0	0.0
"UT"	44	84	0	1	0	86.41	-0.162	0.0	75.9	2	0.3333
"VA"	46	84	0	0	1	116.3	-0.071	1.0	16.8	1	0.2
"WI"	49	84	0	0	1	109.2	-0.093	1.0	11.8	2	1.0
"WV"	48	84	1	1	0	88.12	-0.2	1.0	6.8	3	0.6
"WY"	50	84	0	0	1	114.0	0.105	0.0	15.3	1	0.1667
"AL"	1	85	0	0	1	92.5	0.025	1.0	34.0	0	0.0
"AR"	4	85	0	0	0	102.6	-0.003	1.0	29.6	1	0.1429
"FL"	9	85	0	0	1	118.1	0.0	1.0	15.3	0	0.0
"GA"	10	85	0	0	1	108.9	-0.034	1.0	31.1	0	0.0
"IA"	15	85	1	0	1	112.6	-0.132	0.0	7.8	2	0.3333
"ID"	12	85	0	0	1	93.39	-0.107	0.0	33.6	2	0.3333
"IN"	14	85	0	0	0	108.5	0.016	1.0	10.3	3	0.75
"KS"	16	85	0	0	1	122.7	-0.023	0.0	10.5	2	0.5
"KY"	17	85	0	0	1	95.35	-0.099	1.0	31.4	4	0.5
"LA"	18	85	0	0	1	100.1	-0.203	1.0	18.4	0	0.0
"MN"	23	85	0	0	1	122.6	0.038	0.0	9.3	0	0.0
"MS"	24	85	0	0	1	81.25	-0.076	1.0	34.4	0	0.0
"MT"	26	85	0	0	0	99.87	-0.116	0.0	7.9	0	0.0
"NC"	33	85	0	0	0	100.4	-0.021	0.0	28.5	0	0.0
"ND"	34	85	0	0	0	114.3	-0.034	0.0	6.9	0	0.0
"NE"	27	85	0	0	1	115.1	0.02		10.9	2	0.3333
"NM"	31	85	0	0	1	94.98	0.039	0.0	16.4	2	0.4
"NV"	28	85	0	0	1	123.3	-0.149	0.0	13.4	3	0.6
"OK"	36	85	0	0	1	107.6	-0.059	1.0	33.2	2	0.3333
"SC"	40	85	0	0	1	93.65	-0.097	1.0	32.2	0	0.0
"SD"	41	85	0	0	1	102.4	-0.058	1.0	9.9	0	0.0
"TN"	42	85	0	0	1	96.44	-0.044	0.0	31.9	1	0.125
"TX"	43	85	0	0	1	117.1	-0.027	1.0	24.4	0	0.0
"UT"	44	85	0	0	0	90.07	-0.049	1.0	75.9	2	0.3333
"VA"	46	85	0	1	0	122.7	-0.009	1.0	16.8	2	0.4
"WI"	49	85	0	0	1	115.5	0.054	1.0	11.8	2	1.0
"WY"	50	85	0	0	1	113.3	0.109	0.0	15.3	1	0.1667
"AL"	1	86	0	1	0	95.51	-0.09	1.0	34.0	0	0.0
"AR"	4	86	0	1	0	93.74	-0.031	1.0	29.6	1	0.1429
"FL"	9	86	1	1	0	123.0	-0.076	1.0	15.3	0	0.0
"GA"	10	86	0	1	0	112.2	-0.006	1.0	31.1	0	0.0
"ID"	12	86	1	1	0	99.51	-0.098	0.0	33.6	2	0.3333
"IN"	14	86	0	0	1	111.4	0.003	1.0	10.3	3	0.75
"KS"	16	86	1	1	0	123.3	-0.033	0.0	10.5	2	0.5
"KY"	17	86	0	0	1	96.86	-0.009	1.0	31.4	4	0.5
"LA"	18	86	0	0	1	100.9	-0.082	1.0	18.4	0	0.0
"MN"	23	86	0	1	0	126.1	0.017	0.0	9.3	1	0.25
"MS"	24	86	0	0	1	82.21	-0.072	1.0	34.4	0	0.0
"MT"	26	86	1	0	1	98.2	-0.109	0.0	7.9	0	0.0
"NC"	33	86	0	0	1	104.0	-0.024	0.0	28.5	0	0.0
"ND"	34	86	0	0	1	107.8	-0.045	0.0	6.9	0	0.0
"NE"	27	86	0	1	0	118.8	-0.063		10.9	3	0.5
"NM"	31	86	0	1	0	97.66	0.027	0.0	16.4	2	0.4
"NV"	28	86	0	1	0	129.6	-0.149	0.0	13.4	3	0.6
"OK"	36	86	0	1	0	109.5	-0.028	1.0	33.2	2	0.3333
"SC"	40	86	0	1	0	94.73	-0.135	1.0	32.2	0	0.0
"SD"	41	86	1	1	0	99.87	-0.076	1.0	9.9	1	0.1667
"TN"	42	86	0	1	0	100.6	-0.016	0.0	31.9	1	0.125
"TX"	43	86	0	1	0	120.7	-0.015	1.0	24.4	0	0.0
"UT"	44	86	0	0	1	93.9	-0.083	1.0	75.9	2	0.3333
"VA"	46	86	0	0	0	130.1	-0.019	1.0	16.8	2	0.4
"WI"	49	86	0	1	0	117.7	-0.061	1.0	11.8	3	1.5
"WY"	50	86	0	1	0	118.3	0.138	0.0	15.3	1	0.1667
